,name,city,state,nirf_rank,ranked,rank,nirfRank
2692,"Government J.S.T.P.G. College, Balaghat",Balaghat,Madhya Pradesh,,nan,nan,nan
2693,"Government K.N.S. Girls College, Balaghat",Balaghat,Madhya Pradesh,,nan,nan,nan
2694,Government Kamalaraja PG College,Gwalior,Madhya Pradesh,,nan,nan,nan
2695,Government Kasturba Girls College,Guna,Madhya Pradesh,,nan,nan,nan
2696,Government LSGK College Pohari,Shivpuri,Madhya Pradesh,,nan,nan,nan
2697,"Government M.H. College of Home Sc. & Science for Women,Jabalpur",Jabalpur,Madhya Pradesh,,nan,nan,nan
2698,Government Madhav College Chanderi,CHANDERI,Madhya Pradesh,,nan,nan,nan
2699,"Government Mahakoshal Autonmous Arts. & Commerece College, Civil Line Jabalpur",Jabalpur,Madhya Pradesh,,nan,nan,nan
2700,Government Mahavidyalaya Noida,NOIDA,Uttar Pradesh,,nan,nan,nan
2701,Government N. C. J. College,Balod,Chhattisgarh,,nan,nan,nan
2702,"Government National College, Sirsa",SIRSA,Haryana,,nan,nan,nan
2703,"Government Navin College, Narwar",Narwar,Madhya Pradesh,,nan,nan,nan
2704,Government Nehru Degree College,Ashoknagar,Madhya Pradesh,,nan,nan,nan
2705,Government Nehru Degree College Sabalgarh,SABALGARH,Madhya Pradesh,,nan,nan,nan
2706,"Government P G College, Bageshwar",Bageshwar,Uttarakhand,,nan,nan,nan
2707,"Government P G College, Baluwakot",pithoragarh,Uttarakhand,,nan,nan,nan
2708,"Government P G College, Berinag",Pithoragarh,Uttarakhand,,nan,nan,nan
2709,"Government P G College, Garudabanj",Garudabanj (Almora),Uttarakhand,,nan,nan,nan
2710,"Government P G College, Jaintee",Almora,Uttarakhand,,nan,nan,nan
2711,"Government P G College, Kapkot",Bageshwar,Uttarakhand,,nan,nan,nan
2712,"Government P G College, Lohaghat",Lohaghat,Uttarakhand,,nan,nan,nan
2713,"Government P G College, Manila",Almora,Uttarakhand,,nan,nan,nan
2714,"Government P G College, Munsyari",Pithoragarh,Uttarakhand,,nan,nan,nan
2715,"Government P G College, Ramnagar",Ramnagar,Uttarakhand,,nan,nan,nan
2716,"Government P G College, Rudrapur",Rudrapur,Uttarakhand,,nan,nan,nan
2717,"Government P G College, Syalde",Ranikhet,Uttarakhand,,nan,nan,nan
2718,"Government P G College, Tanakpur",Tanakpur,Uttarakhand,,nan,nan,nan
2719,Government P. G. College,Someshwar,Uttarakhand,,nan,nan,nan
2720,"Government P.G Degree College, Gopeshwar",Gopeshwar (Chamoli),Uttarakhand,,nan,nan,nan
2721,"Government P.G Degree College, New Tehri",NEW TEHRI,Uttarakhand,,nan,nan,nan
2722,"Government P.G Degree College, Uttarkashi",uttarkashi,Uttarakhand,,nan,nan,nan
2723,Government P.G. College,GUNA,Madhya Pradesh,,nan,nan,nan
2724,Government P.G. College Shepurkla,sheopur,Madhya Pradesh,,nan,nan,nan
2725,"Government P.G. College, Barwani",BARWANI,Madhya Pradesh,,nan,nan,nan
2726,"Government P.G. College, Khargone",KHARGONE,Madhya Pradesh,,nan,nan,nan
2727,Government PG College,MORENA,Madhya Pradesh,,nan,nan,nan
2728,Government PG College,Datia,Madhya Pradesh,,nan,nan,nan
2729,"Government PG Degree College, Rishikesh, Dehradun",Rishikesh,Uttarakhand,,nan,nan,nan
2730,"Government Post Graduate College, Sector-11",Chandigarh,Chandigarh,,nan,nan,nan
2731,"Government Post Graduate College, Sector-46",Chandigarh,Chandigarh,,nan,nan,nan
2732,"Government Post-graduate College for Girls, Sector-11",Chandigarh,Chandigarh,,nan,nan,nan
2733,Government Ramnarayan Chellaram College of Commerce and Management,BENGALURU,Karnataka,,nan,nan,nan
2734,Government Raza (PG) College,Rampur,Uttar Pradesh,,nan,nan,nan
2735,"Government S.S.P. Arts, Commerce & Science College, Waraseoni, Balaghat",WARASEONI,Madhya Pradesh,,nan,nan,nan
2736,"Government Sanskrit College, Lashkar, Gwalior","Lashkar, Gwalior",Madhya Pradesh,,nan,nan,nan
2737,"Government Sanskrit College, Tripunithura",Ernakulam,Kerala,,nan,nan,nan
2738,"Government Sarojini Naidu Girls College, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
2739,Government Science College,Gandhinagar,Gujarat,,nan,nan,nan
2740,Government Science College Pandhurna,Pandhurna,Madhya Pradesh,,nan,nan,nan
2741,"Government Science College, Chitradurga",Chitradurga,Karnataka,,nan,nan,nan
2742,Government Shri Mant Madhavrao Shindhiya College,SHIVPURI,Madhya Pradesh,,nan,nan,nan
2743,Government Shrimant Mahavrao Shindhiya Adarsh Science College,Gwalior,Madhya Pradesh,,nan,nan,nan
2744,Government Smt. Indira Gandhi Girls College,SHIVPURI,Madhya Pradesh,,nan,nan,nan
2745,Government Syamlal Pandvi College Morar,Gwalior,Madhya Pradesh,,nan,nan,nan
2746,Government Thirumagal Mills College,Vellore,Tamil Nadu,,nan,nan,nan
2747,"Government V R S College, Bhander",BHANDER,Madhya Pradesh,,nan,nan,nan
2748,"Government Victoria College, Palakkad",Palakkad,Kerala,,nan,nan,nan
2749,Government Vijayaraje Shindhiya Girls College Morar,GWALIOR,Madhya Pradesh,,nan,nan,nan
2750,Government Vishwanath Yadav Tamskar P. G. Savshasi Mahavidyalaya,Durg,Chhattisgarh,,nan,nan,nan
2751,"Government, Arts College for Women, Nilakottai",Dindigul,Tamil Nadu,,nan,nan,nan
2752,"GovernmentDegree College, Dehradun","Doiwala, Dehradun",Uttarakhand,,nan,nan,nan
2753,Govindammal Aditanar College,Tiruchendur,Tamil Nadu,,nan,nan,nan
2754,Govindarao Sekaria Arth Vanijya College,Nagpur,Maharashtra,,nan,nan,nan
2755,"Govt First Grade College, Ramdurg",Belagavi,Karnataka,,nan,nan,nan
2756,Govt. College,Malappuram,Kerala,,nan,nan,nan
2757,"GOVT. COLLEGE FOR WOMEN, JASSAUR KHERI",Bahadurgarh,Haryana,,nan,nan,nan
2758,"Govt. College, Kalapipal",KALAPIPAL,Madhya Pradesh,,nan,nan,nan
2759,"Govt. Digvijay College, Rajnandgaon",Rajnadgaon,Chhattisgarh,,nan,nan,nan
2760,"Govt. First Grade College, Devanahalli",Bangalore Rural,Karnataka,,nan,nan,nan
2761,"Govt. First Grade College, Kushalnagar",Kushalnagar,Karnataka,,nan,nan,nan
2762,"Govt. K.P.College, Dewas",DEWAS,Madhya Pradesh,,nan,nan,nan
2763,Gromodyogik Shikshan Mandal`s Marathwada Institute of Technology Management College,Aurangabad,Maharashtra,,nan,nan,nan
2764,Gujarat Commerce College,Ahmedabad-380006,Gujarat,,nan,nan,nan
2765,Gulzar School of Management,LUDHIANA,Punjab,,nan,nan,nan
2766,Guru Gobind Singh College for Women,Chandigarh,Chandigarh,,nan,nan,nan
2767,Guru Nanak College,Dist. Dhanbad,Jharkhand,,nan,nan,nan
2768,Guru Nanak College,Chennai,Tamil Nadu,,nan,nan,nan
2769,Guru Nanak College for Girls,Sri Muktsar Sahib,Punjab,,nan,nan,nan
2770,"Guru Nanak Khalsa College, Yamuna Nagar",Yamuna Nagar,Haryana,,nan,nan,nan
2771,Guru Nanak National College,Ludhiana,Punjab,,nan,nan,nan
2772,Guru Shree Shanthi Vijai Jain College for Women,Chennai,Tamil Nadu,,nan,nan,nan
2773,GVRS Government Degree College,Kurnool,Andhra Pradesh,,nan,nan,nan
2774,H L College of Commerce,Ahmedabad,Gujarat,,nan,nan,nan
2775,"H R College of Commerce & Economics , Mumbai",Mumbai,Maharashtra,,nan,nan,nan
2776,H. C. D. C. College,Sivasagar,Assam,,nan,nan,nan
2777,H.P.B.Girls College. Golaghat,Golaghat,Assam,,nan,nan,nan
2778,Hajee Karutha Rowther Howdia College,"Uthamapalayam,Theni",Tamil Nadu,,nan,nan,nan
2779,Hamidia Girls Degree College,Allahabad,Uttar Pradesh,,nan,nan,nan
2780,Handique Girl's College,Guwahati,Assam,,nan,nan,nan
2781,Hans Raj College,Delhi,Delhi,,nan,nan,nan
2782,"Hans Raj Mahila Maha Vidyalaya, Jalandhar",Jalandhar,Punjab,,nan,nan,nan
2783,"Harsh Vidhya Mandir Degree College, Rayasi",Hardwar,Uttarakhand,,nan,nan,nan
2784,"Hawabah Women's College, Jabalpur",Jabalpur,Madhya Pradesh,,nan,nan,nan
2785,"Henry Baker College, Melukavu, Melukavumattom",Kottayam,Kerala,,nan,nan,nan
2786,Heramba Chandra College,Kolkata,West Bengal,,nan,nan,nan
2787,HHMSPB NSS College for Women,Thiruvananthapuram,Kerala,,nan,nan,nan
2788,Hill College,Senapati,Manipur,,nan,nan,nan
2789,Hindi Vidya Prachar Samiti`s Ramniranjan Jhunjhunwala College,Mumbai,Maharashtra,,nan,nan,nan
2790,Hindu College,Delhi,Delhi,,nan,nan,nan
2791,Hindu College,Guntur,Andhra Pradesh,,nan,nan,nan
2792,Hindustan College of Arts and Science,Chennai,Tamil Nadu,,nan,nan,nan
2793,Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu,,nan,nan,nan
2794,Hiralal Majumder Memorial College for Women,North Twenty Four Parganas,West Bengal,,nan,nan,nan
2795,Holkar Science College,Indore,Madhya Pradesh,,nan,nan,nan
2796,Holy Cross College,Nagercoil,Tamil Nadu,,nan,nan,nan
2797,"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,nan,nan,nan
2798,Holy Cross Home Science College,Thoothukudi,Tamil Nadu,,nan,nan,nan
2799,Hooghly Women's College,Hooghly,West Bengal,,nan,nan,nan
2800,"I.B. College, Panipat",Panipat,Haryana,,nan,nan,nan
2801,I.C.College of Home Science,Hisar,Haryana,,nan,nan,nan
2802,"I.G. National College, Ladwa (Dhanora)",Ladwa,Haryana,,nan,nan,nan
2803,I.N. (P.G.) College Meerut,MEERUT,Uttar Pradesh,,nan,nan,nan
2804,Ideal College of Arts and Sciences,Kakinada,Andhra Pradesh,,nan,nan,nan
2805,"IES`s H.J.Thim College of Arts & Science, Mehrun",Jalgaon,Maharashtra,,nan,nan,nan
2806,IFIM College,Bangalore-,Karnataka,,nan,nan,nan
2807,IIMC Degree College,Hyderabad,Telangana,,nan,nan,nan
2808,"Indapur Taluka Shikshan Prasarak Mandals Arts, Science and Commerce College, Indapur, Pune",Indapur,Maharashtra,,nan,nan,nan
2809,Indian Academy Degree College,Bengaluru,Karnataka,,nan,nan,nan
2810,Indira Gandhi College of Arts and Science,Puducherry,Pondicherry,,nan,nan,nan
2811,"Indira Gandhi Government College, Tezu",Tezu,Arunachal Pradesh,,nan,nan,nan
2812,"Indira Gandhi Kala Mahavidyalaya, Ralegaon.",Ralegaon,Maharashtra,,nan,nan,nan
2813,Indira Mahavidyalaya,Yavatmal,Maharashtra,,nan,nan,nan
2814,Indira Priyadarshini Government Degree College for Women,Hyderabad,Telangana,,nan,nan,nan
2815,"Indirabai Meghe Mahila Mahavidyalaya, Amravati.",Amravati,Maharashtra,,nan,nan,nan
2816,"Indo-American College,Cheyyar",Tiruvannamalai,Tamil Nadu,,nan,nan,nan
2817,Indraprastha College for Women,Delhi,Delhi,,nan,nan,nan
2818,"Indraraj College of Arts, Commerce & Science",Aurangabad,Maharashtra,,nan,nan,nan
2819,Indus University,Gandhinagar,Gujarat,,nan,nan,nan
2820,"Institute for Excellence in Higher Education(IEHE), Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
2821,Institute of Home Economics,NEW DELHI,Delhi,,nan,nan,nan
2822,"Institute of Hotel Management and Catering Technology, Pune",Pune,Maharashtra,,nan,nan,nan
2823,Institute of Information Technology & Management,Delhi,Delhi,,nan,nan,nan
2824,"Institute of Management Studies, Ghaziabad",Ghaziabad,Uttar Pradesh,,nan,nan,nan
2825,"Institute of Science & Technology for Advanced Studies & Research (ISTAR)(SFI),Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,,nan,nan,nan
2826,Institute of Technology & Science,Ghaziabad,Uttar Pradesh,,nan,nan,nan
2827,"International Institute of Business Studies, RT Nagar, Bangalore",Bangalore,Karnataka,,nan,nan,nan
2828,Isabella Thoburn P.G. College,Lucknow,Uttar Pradesh,,nan,nan,nan
2829,Ishwar Saran Degree College,Prayagraj,Uttar Pradesh,,nan,nan,nan
2830,Islamia Arabic College,Kurnool,Andhra Pradesh,,nan,nan,nan
2831,Islamia College of Science & Commerce,Srinagar,Jammu and Kashmir,,nan,nan,nan
2832,"Islamiah college(autonomous),New town,Vaniyambadi",Tirupattur District,Tamil Nadu,,nan,nan,nan
2833,Islamiah Women's Arts and Science College,Vellore,Tamil Nadu,,nan,nan,nan
2834,Iswar Chandra Vidyasagar College,Belonia,Tripura,,nan,nan,nan
2835,"J J S Degree College, Mihijam",Mihijam,Jharkhand,,nan,nan,nan
2836,J. D. Birla Institute,Kolkata,West Bengal,,nan,nan,nan
2837,J. J. College of Arts & Science,Pudukkottai,Tamil Nadu,,nan,nan,nan
2838,"J. J. College, Jhumritelaiya",JHUMARI TELAIYA,Jharkhand,,nan,nan,nan
2839,J. K. College,Puruliya,West Bengal,,nan,nan,nan
2840,J. L. N. College,Pashchmi Singhbhum,Jharkhand,,nan,nan,nan
2841,"J. M. Mahavidyalaya, Bhurkunda",BHURKUNDA,Jharkhand,,nan,nan,nan
2842,J. N. College,Ranchi,Jharkhand,,nan,nan,nan
2843,J.B. College,Jorhat,Assam,,nan,nan,nan
2844,J.C. Mills Girls College,Gwalior,Madhya Pradesh,,nan,nan,nan
2845,"J.C.D.A.V.College, Dasuya",Hoshiarpur,Punjab,,nan,nan,nan
2846,"J.D. Patil Sangludkar Mahavidyalaya , Daryapur",Daryapur,Maharashtra,,nan,nan,nan
2847,J.D.S.G.College,Golaghat,Assam,,nan,nan,nan
2848,J.G. College of Commerce,Hubli,Karnataka,,nan,nan,nan
2849,J.K.K Nataraja College of Arts & Science,Namakkal,Tamil Nadu,,nan,nan,nan
2850,"J.K.M.College of Management, Science and Commerce",GHATSILA,Jharkhand,,nan,nan,nan
2851,"J.K.S. College, Jamshedpur",JAMSHEDPUR,Jharkhand,,nan,nan,nan
2852,J.M.J. College for Women,Guntur,Andhra Pradesh,,nan,nan,nan
2853,"J.M.PATEL Arts, Commerce & Science College, Bhandara",Bhandara,Maharashtra,,nan,nan,nan
2854,J.N. College,Boko,Assam,,nan,nan,nan
2855,J.N.N Arts and Science Women's College,Chennai,Tamil Nadu,,nan,nan,nan
2856,"J.P. College of Arts and Science, Tenkasi",Rural,Tamil Nadu,,nan,nan,nan
2857,"J.S.College,Medininnagar",Medininagar,Jharkhand,,nan,nan,nan
2858,J.Z. Shah Arts & H.P. Desai Commerce College,Surat,Gujarat,,nan,nan,nan
2859,"Jagadamba Mahvidyalaya, Achalpur City",Achalpur,Maharashtra,,nan,nan,nan
2860,"Jagannath International Management School, Vasant Kunj",New Delhi,Delhi,,nan,nan,nan
2861,Jagarlamudi Kuppuswamy Choudary College,Guntur,Andhra Pradesh,,nan,nan,nan
2862,"Jagat Arts Commerce Indraben hariharbhai Patel Science College, Goregaon",Gondia,Maharashtra,,nan,nan,nan
2863,Jagiroad College,Jagiroad,Assam,,nan,nan,nan
2864,"Jagjeevan College, Ara",Ara,Bihar,,nan,nan,nan
2865,Jai Hind College Basantsing Institute of Science and J T Lalvani College of Commerce,Mumbai,Maharashtra,,nan,nan,nan
2866,"Jai Hind ET`s Bhilajirao Patil College, Dhule",Dhule,Maharashtra,,nan,nan,nan
2867,Jai Narayan P.G. College,Lucknow,Uttar Pradesh,,nan,nan,nan
2868,"Jain College, Morena",MORENA,Madhya Pradesh,,nan,nan,nan
2869,"Jain Degree College, Bhind",bhind,Madhya Pradesh,,nan,nan,nan
2870,Jain Vishva Bharati Institute,Nagaur,Rajasthan,,nan,nan,nan
2871,Jaintia Eastern College,East Jaintia Hills,Meghalaya,,nan,nan,nan
2872,Jairams Arts & Science College,Karur,Tamil Nadu,,nan,nan,nan
2873,"Jalagam Vengal Rao (JVR) Government Degree College, Sathupally",Khammam,Telangana,,nan,nan,nan
2874,"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,nan,nan,nan
2875,Jamshedpur College,Purbi Singhbhum,Jharkhand,,nan,nan,nan
2876,Jamshedpur Womens College,Jamshedpur,Jharkhand,,nan,nan,nan
2877,Jamshedpur Worker`s College,Jamshedpur,Jharkhand,,nan,nan,nan
2878,"Jamtara College, Jamtara",JAMTARA,Jharkhand,,nan,nan,nan
2879,"Jamtara Mahila Sandhya College, Jamtara",JAMTARA,Jharkhand,,nan,nan,nan
2880,Janahitha Degree College,Parvathipuram,Andhra Pradesh,,nan,nan,nan
2881,Janardan Bhagat Shikshan Prasarak Sansthas Changu Kana Thakur Arts Commerce and Science College,Raigad,Maharashtra,,nan,nan,nan
2882,"Janata Shikshan Mandal Smt Indirabia G.Kulkarni Arts J.B.Sawant Science and Sau. Jankibai Dhondo Kunte Commerce College, Dist Raigad",Alibag,Maharashtra,,nan,nan,nan
2883,Jangipur College,JANGIPUR,West Bengal,,nan,nan,nan
2884,Janki Devi Memorial College,Central,Delhi,,nan,nan,nan
2885,Jankidevi Bajaj Science College,Wardha,Maharashtra,,nan,nan,nan
2886,Janta College,Chandrapur,Maharashtra,,nan,nan,nan
2887,"Jawaharlal College, Vidisha",Vidisha,Madhya Pradesh,,nan,nan,nan
2888,"Jaysingpur College, Jaysinghpur",Jaysingpur,Maharashtra,,nan,nan,nan
2889,JDT Islam College of Arts and Science,Kozhikode,Kerala,,nan,nan,nan
2890,Jesus & Mary College,New Delhi,Delhi,,nan,nan,nan
2891,"Jeyaraj Annapackiyam College for Women, Periyakulam",Theni,Tamil Nadu,,nan,nan,nan
2892,JIS University,Kolkata,West Bengal,,nan,nan,nan
2893,"Jivan Vikas Shikshan Sanstha`s Arts College, Risod",Washim,Maharashtra,,nan,nan,nan
2894,"Jiwaji University, Gwalior",GUNA,Madhya Pradesh,,nan,nan,nan
2895,"Jnan Vikas Mandals Mohanlal Raichand Mehta College of Commerce Diwali Maa College of Science Amritlal Raichand Mehta College of Arts Dr. R T Doshi College of Computer Science, Navi Mumbai",AIROLI VASHI NAVI MUMBAI,Maharashtra,,nan,nan,nan
2896,"Jog Education Trusts P. Jog College of Science & Commerce, Mayur Colony ,Kothrud, Pune",Pune,Maharashtra,,nan,nan,nan
2897,Jorhat Kendriya Mahavidyalaya,Jorhat,Assam,,nan,nan,nan
2898,"JSS Arts Science & Commerce College, Nanjangud",Mysore,Karnataka,,nan,nan,nan
2899,"JSS College for Women, Chamarajanagar",Chamarajangar,Karnataka,,nan,nan,nan
2900,"JSS College for Women, Kollegal",Chamarajanagar,Karnataka,,nan,nan,nan
2901,"JSS College for Women, Saraswathipuram, Mysore",Mysuru,Karnataka,,nan,nan,nan
2902,"JSS College of Arts & Commerce, Gundlupet",Gundlupet,Karnataka,,nan,nan,nan
2903,"JSS College of Arts, Commerce and Science",Mysore,Karnataka,,nan,nan,nan
2904,"JSS STC Arts and Commerce College, Banahatti",Bagalkot,Karnataka,,nan,nan,nan
2905,"Jublee College, Ramgarh",RAMGARH,Jharkhand,,nan,nan,nan
2906,Justice Basher Ahmed Sayeed College for Women,Chennai,Tamil Nadu,,nan,nan,nan
2907,"Jyothi Nivas College, Hosur Rd, Bangalore (Autonomous)",Bengaluru,Karnataka,,nan,nan,nan
2908,"K M Agrawal College of Arts Commerce and Science, Dist Thane",Kalyan west,Maharashtra,,nan,nan,nan
2909,"K P B Hinduja College of Commerce, Mumbai",Mumbai,Maharashtra,,nan,nan,nan
2910,"K. B. College, Bermo",Bokaro Steel City,Jharkhand,,nan,nan,nan
2911,K. B. Women`s College,Hazaribag,Jharkhand,,nan,nan,nan
2912,"K. C. Bhagat College, Bero",RANCHI,Jharkhand,,nan,nan,nan
2913,K. C. S. Kasi Nadar College of Arts and Science,Chennai,Tamil Nadu,,nan,nan,nan
2914,K. H. Government Degree College,Anantapur,Andhra Pradesh,,nan,nan,nan
2915,K. J. Somaiya College of Science & Commerce,Mumbai,Maharashtra,,nan,nan,nan
2916,K. K. Das College,Kolkata,West Bengal,,nan,nan,nan
2917,K. K. Shah Jarodwala Maninagar Science College,Ahmedabad,Gujarat,,nan,nan,nan
2918,K. L. E. Society`s S. Nijalingappa College,Bengaluru,Karnataka,,nan,nan,nan
2919,K. M. E. Society`s G. M. Momin Women`s College,Bhiwandi,Maharashtra,,nan,nan,nan
2920,K. M. G. College of Arts & Science,Vellore,Tamil Nadu,,nan,nan,nan
2921,"K. N. Government P.G. College, Bhadohi",Gyanpur,Uttar Pradesh,,nan,nan,nan
2922,K. R. K. Government Degree College,Addanki,Andhra Pradesh,,nan,nan,nan
2923,K. S. N. Government Degree College for Women,Anantapur,Andhra Pradesh,,nan,nan,nan
2924,K. S. Rangasamy College of Arts and Science (Autonomous),Namakkal,Tamil Nadu,,nan,nan,nan
2925,"K. T. H. M. Arts, Science and Commerce College and Research Centre",Nashik,Maharashtra,,nan,nan,nan
2926,K. T. S. Government Degree College,Rayadurg,Andhra Pradesh,,nan,nan,nan
2927,K.B.N. College,Vijayawada,Andhra Pradesh,,nan,nan,nan
2928,K.G. College of Arts and Science,Coimbatore,Tamil Nadu,,nan,nan,nan
2929,K.G.R.L. COLLEGE,West Godavari,Andhra Pradesh,,nan,nan,nan
2930,"K.L.E. Society Shree Murtyunjay Arts, Commerce & Science College, B.B.A. College, Dharwad",Dharwad,Karnataka,,nan,nan,nan
2931,"K.L.E. Society`s P.C. Jabin Science College, Hubbali",Dharwad,Karnataka,,nan,nan,nan
2932,"K.L.E. Society's Arts and Commerce College, Gadag",Gadag,Karnataka,,nan,nan,nan
